PMID,NCTID,CombnID,Drug_Name,MTD_Value,MTD_Unit,Frequency,Schedule,Comments
10086724,NA,208,topotecan,1.5,mg/m2,1,continuous infusion on days 1–5 (120 h infusion total) every 28 days,RP2D
10086724,NA,208,etoposide,100,mg/m2,1,"on days 6, 7 and 8 every 28 days",RP2D
15756278,NA,211,etoposide,50,mg/m2,2,on days 1 –10 every 3 weeks,RP2D
15756278,NA,211,gm-csf,400,ug,1,on days 12 –19 every 3 weeks,RP2D
15756278,NA,211,gm-csf,400,ug,1,on days 12 –19 every 3 weeks,RP2D
15719439,NA,216,topotecan,1,mg/m2,1,Days 1–5 every 28 days,MTD not reached
15719439,NA,216,topotecan,1,mg/m2,1,Days 1–5 every 28 days,MTD not reached
15719439,NA,216,etoposide,50,mg/m2,1,on Days 6 –12 or Days 6 –19 every 28 days,MTD not reached
16757061,NA,217,radiotherapy,1.8-45 + 9 (RP),Gy,1,A total dose of 54 Gy during the two 28-day cycles,RP2D
16757061,NA,217,irinotecan,60,mg/m2,1,"Day 1/8/15, 29/36/43 (two 28-day cycles)",RP2D
16757061,NA,217,cisplatin,20,mg/m2,1,"Days 1—3, 29—31 (two 28-day cycles)",RP2D
16757061,NA,217,cisplatin,20,mg/m2,1,"Days 1—3, 29—31 (two 28-day cycles)",RP2D
32005746,NCT01470209,223,everolimus,5,mg,1,daily every 4 weeks,RP2D
32005746,NCT01470209,223,everolimus,5,mg,1,daily every 4 weeks,RP2D
32005746,NCT01470209,223,buparlisib,60,mg,1,daily every 4 weeks,RP2D
24819684,NCT00610948,224,5-fluorouracil,400/2400 (B/I),mg/m2,1,on Days 1 and 15 of each 28-day cycle,B/I Bolus/Infusion dose (infusion occurs over 46 h)
25788492,NA,226,bnc105p,16,mg/m2,1,on days 1 and 8 of a 21-day cycle,RP2D
25788492,NA,226,everolimus,10,mg,1,daily with a 7-day lead in before the first administration of BNC105P,RP2D
25788492,NA,226,everolimus,10,mg,1,daily with a 7-day lead in before the first administration of BNC105P,RP2D
34903452,NCT01149356,227,gsi ro4929097,90,mg,1,"on days 1-3, 8-10, and 15-17 every 21 days",RP2D
34903452,NCT01149356,227,exemestane,25,mg,1,daily on days 1-21 every 21 days,RP2D
30635337,NA,236,everolimus,10,mg,1,daily begining from day 1 in first cycle (35 days) and subsequent cycles (28 days),RP2D
30635337,NA,236,everolimus,10,mg,1,daily begining from day 1 in first cycle (35 days) and subsequent cycles (28 days),RP2D
30635337,NA,236,hydroxychloroquine,600,mg,2,daily beginning 1 week later in the first cycle (35 days) and daily from day 1 in subsequent cycles (28 days),RP2D
30635337,NA,236,hydroxychloroquine,600,mg,2,daily beginning 1 week later in the first cycle (35 days) and daily from day 1 in subsequent cycles (28 days),RP2D
21177764,NCT00927966,237,everolimus,10,mg,1,daily,RP2D
21177764,NCT00927966,237,everolimus,10,mg,1,daily,RP2D
21177764,NCT00927966,237,figitumumab,20,mg/kg,1,on Day 1 every 21 days,RP2D
32704173,NCT01218555,241,lenalidomide,25,mg,1,daily in a 28-day cycle,RP2D
32704173,NCT01218555,241,everolimus,10,mg,1,daily in a 28-day cycle,RP2D
32704173,NCT01218555,241,everolimus,10,mg,1,daily in a 28-day cycle,RP2D
32335374,NCT02577458,245,vorolanib,200,mg,1,once a day on 28-day cycles,RP2D
32335374,NCT02577458,245,everolimus,5,mg,1,once a day on 28-day cycles,RP2D
32335374,NCT02577458,245,everolimus,5,mg,1,once a day on 28-day cycles,RP2D
8336196,NA,246,etoposide,600,mg,1,continuous infusion over 14 days,RP2D
23930209,NCT01042782,251,mitomycin c,10,mg/m2,1,every 3 weeks,RP2D
23930209,NCT01042782,251,everolimus,5,mg,1,daily starting 3 days prior to MMC,RP2D
23930209,NCT01042782,251,everolimus,5,mg,1,daily starting 3 days prior to MMC,RP2D
20975068,NA,253,everolimus,10,mg,1,weekly,RP2D
20975068,NA,253,everolimus,10,mg,1,weekly,RP2D
20975068,NA,253,paclitaxel,80,mg/m2,1,"days 1, 8, and 15, q28 days",RP2D
20975068,NA,253,trastuzumab,2,mg/kg/week,1,"days 1, 8, and 15, q28 days",RP2D
33115815,NCT02152943,254,everolimus,10,mg,1,daily,RP2D
33115815,NCT02152943,254,everolimus,10,mg,1,daily,RP2D
33115815,NCT02152943,254,trastuzumab,LD: 8; MD: 6,mg/kg,1,on day 1 of a 21-day cycle,loading dose of 8 mg/kg on day 1 of cycle 1 and a maintenance dose of 6 mg/kg on day 1 of each subsequent 21-day cycle
33115815,NCT02152943,254,letrozole,2.5,mg,NA,daily,RP2D
25900182,NCT01204476,256,cixutumumab,10,mg/kg,1,on day 1 every 21 days for a 21-day cycle,RP2D
25900182,NCT01204476,256,everolimus,10,mg,1,daily,RP2D
25900182,NCT01204476,256,everolimus,10,mg,1,daily,RP2D
25900182,NCT01204476,256,octreotide,20,mg,1,on day 1 every 21 days for a 21-day cycle,RP2D
1403040,NA,258,etoposide,150 to 200,mg/m2,1,daily for 3 days every 3 to 4 weeks,RP2D
1403040,NA,258,cyclosporine,"a LD of 5 to 6 mg/kg, followed by a Cl of 15 to 18 mg/ kg/d for 60 hours",mg/kg,1,"an IV loading dose (LD) during a 2-hour period, followed by a continuous infusion (CI) for 3 days (72 hours) every 3 to 4 weeks",RP2D
1403040,NA,258,cyclosporine,"a LD of 5 to 6 mg/kg, followed by a Cl of 15 to 18 mg/ kg/d for 60 hours",mg/kg,1,"an IV loading dose (LD) during a 2-hour period, followed by a continuous infusion (CI) for 3 days (72 hours) every 3 to 4 weeks",RP2D
21107682,NCT00426530,263,everolimus,5,mg,1,daily,RP2D
21107682,NCT00426530,263,everolimus,5,mg,1,daily,RP2D
21107682,NCT00426530,263,trastuzumab,2,mg/kg,1,"on days 1, 8, and 15 of each 21-day cycle",RP2D
21107682,NCT00426530,263,vinorelbine,25,mg/m2,1,on days 1 and 8 of each 21-day cycle,RP2D
21107682,NCT00426530,263,everolimus,30,mg,1,"on days 1, 8, and 15 of each 21-day cycle",RP2D
21107682,NCT00426530,263,everolimus,30,mg,1,"on days 1, 8, and 15 of each 21-day cycle",RP2D
34562750,NCT02432274,264,lenvatinib,14,mg/m2,1,daily on days 1 to 28 of each 28-day cycle,RP2D
32998962,NCT01857193,265,ribociclib,300,mg,1,daily for 21 consecutive days followed by 7 days off treatment,fed cohort; RP2D
32998962,NCT01857193,265,exemestane,25,mg,1,daily in 28-day cycles,fed cohort; RP2D
32998962,NCT01857193,265,everolimus,2.5,mg,1,daily in 28-day cycles,fed cohort; RP2D
32998962,NCT01857193,265,everolimus,2.5,mg,1,daily in 28-day cycles,fed cohort; RP2D
18039566,NA,270,everolimus,10,mg,1,daily,RP2D
18039566,NA,270,everolimus,10,mg,1,daily,RP2D
33738668,NCT01784861,272,vorolanib,300,mg,1,daily on a 28-day cycle,RP2D
20953860,NA,273,flavopiridol,80,mg/m2,1,weekly for 4 of every 6 weeks,bolus schedule
20953860,NA,273,irinotecan,180,mg/m2,1,weekly for 4 of every 6 weeks,bolus schedule
20953860,NA,273,leucovorin,400,mg/m2,1,weekly for 4 of every 6 weeks,bolus schedule
20953860,NA,273,fluorouracil,400,mg/m2,1,weekly for 4 of every 6 weeks,bolus schedule
20953860,NA,273,fluorouracil,2400,mg/m2,1,48-h infusion (after bolus fluorouracil) weekly for 4 of every 6 weeks weekly for 4 of every 6 weeks,bolus schedule
20953860,NA,273,flavopiridol,35,mg/m2,2,30-min bolus followed by a 4-h infusion weekly for 4 of every 6 weeks,split-dose flavopiridol cohort
20953860,NA,273,irinotecan,180,mg/m2,1,weekly for 4 of every 6 weeks,split-dose flavopiridol cohort
20953860,NA,273,leucovorin,400,mg/m2,1,weekly for 4 of every 6 weeks,split-dose flavopiridol cohort
20953860,NA,273,fluorouracil,400,mg/m2,1,weekly for 4 of every 6 weeks,split-dose flavopiridol cohort
20953860,NA,273,fluorouracil,2400,mg/m2,1,48-h infusion (after bolus fluorouracil) weekly for 4 of every 6 weeks weekly for 4 of every 6 weeks,split-dose flavopiridol cohort
9790795,NA,275,vinorelbine,25,mg/m2,1,daily for 3 consecutive days every 21 days,with filgrastim support
9681085,NA,279,paclitaxel,135,mg/m2,1,on day 2 every 21 day,RP2D
9681085,NA,279,ifosfamide,1200,mg/m2,1,on days 1-3 every 21 day,RP2D
9681085,NA,279,vinorelbine,20,mg/m2,1,on days 1-3 every 21 day,RP2D
9681085,NA,279,filgrastim,5,mg/kg,1,"starting on day 5 and continuing until the post-nadir absolute neutrophil count was >= 10,000/mcl",RP2D
9681085,NA,279,filgrastim,5,mg/kg,1,"starting on day 5 and continuing until the post-nadir absolute neutrophil count was >= 10,000/mcl",RP2D
29392425,NCT01435343,280,plerixafor,240,ug/kg/per 12h,2,on days 1 to 4,RP2D
25684345,NCT00462358,286,filanesib,1.25,mg/m2,1,on Day 1 and Day 2 of each 2-week treatment cycle,without filgrastim
25684345,NCT00462358,286,filanesib,1.6,mg/m2,1,on Day 1 and Day 2 of each 2-week treatment cycle,with filgrastim
9626219,NA,290,krn8602,70,mg/m2,1,every 21 days,with filgrastim
12351605,NA,294,flavopiridol,37.5,mg/m2,1,daily for 5 days every 3 weeks,RP2D
12351605,NA,294,flavopiridol,50,mg/m2,1,daily for 3 days every 3 weeks,RP2D
12351605,NA,294,flavopiridol,62.5,mg/m2,1,once every 3 weeks,RP2D
11822765,NA,298,irinotecan,300,mg/m2,1,on day 1 every two weeks,RP2D
11822765,NA,298,g-csf,300,ug,1,"starting on day 2 of each cycle and continuing until the post-nadir absolute neutrophil count (ANC) was >= 10,000/mm3",RP2D
11822765,NA,298,g-csf,300,ug,1,"starting on day 2 of each cycle and continuing until the post-nadir absolute neutrophil count (ANC) was >= 10,000/mm3",RP2D
32998965,NCT03298984,302,alvocidib,30 i.v. bolus followed by 60 i.v. infusion over 4 hours,mg/m2,1,on days 1–3,RP2D
7545219,NA,304,paclitaxel,230,mg/m2,1,on day 1 every 21 days,RP2D
7527456,NA,305,cisplatin,50,mg/m2,1,on day 1 every 21 days,RP2D
7527456,NA,305,cisplatin,50,mg/m2,1,on day 1 every 21 days,RP2D
7527456,NA,305,topotecan,1,mg/m2,1,on days 1 through 5 every 21 days,RP2D
7527456,NA,305,topotecan,1,mg/m2,1,on days 1 through 5 every 21 days,RP2D
7527456,NA,306,cisplatin,75,mg/m2,1,on day 1 every 21 days,RP2D
7527456,NA,306,cisplatin,75,mg/m2,1,on day 1 every 21 days,RP2D
7527456,NA,306,topotecan,1,mg/m2,1,on days 1 through 5 every 21 days,RP2D
7527456,NA,306,topotecan,1,mg/m2,1,on days 1 through 5 every 21 days,RP2D
7527456,NA,306,filgrastim,5,ug/kg,1,"days 6 to 11 and then until the neutrophil count was greater than 10,000/uL",RP2D
7527456,NA,306,filgrastim,5,ug/kg,1,"days 6 to 11 and then until the neutrophil count was greater than 10,000/uL",RP2D
9508177,NA,307,topotecan,0.75,mg/m2,1,on days 1 through 5 of the 21-day cycle,RP2D
9508177,NA,307,topotecan,0.75,mg/m2,1,on days 1 through 5 of the 21-day cycle,RP2D
9508177,NA,307,cyclophosphamide,250,mg/m2,1,on days 1 through 5 of the 21-day cycle,with G-CSF
16186597,NA,308,oblimersen,3,mg/kg,1,"5 days in cycle 1 and for 7 days in all subsequent cycles, followed by a minimum 2 week observation period after each cycle every 3 weeks",RP2D
21745173,NA,309,fludararbine monophosphate,25,mg/m2,1,on day 1 in cycles 2–6,MTD not determined
9738567,NA,311,flavopiridol,50,mg/m2,1,a 72-hour infusion every 2 weeks,in the absence of antidiarrheal prophylaxis
9738567,NA,311,flavopiridol,78,mg/m2,1,a 72-hour infusion every 2 weeks,in the presence of antidiarrheal prophylaxis
18182662,NA,316,oxaliplatin,25,mg/m2,1,on days 1 through 4 every 4 weeks,RP2D
18182662,NA,316,oxaliplatin,25,mg/m2,1,on days 1 through 4 every 4 weeks,RP2D
32401633,NCT02642965,317,liposome-encapsulated daunorubicin-cytarabine,135,mg/m2,1,"on days 1, 3, and 5 in course 1",RP2D
23104721,NA,321,tnferade™ biologic,4 × 1010,PU,1,on day 1 of each 14-day cycle,RP2D
25612635,NCT01227239,322,oxaliplatin,60,mg/m2,1,"on day 1, 8, 22 and 29",RD
25612635,NCT01227239,322,oxaliplatin,60,mg/m2,1,"on day 1, 8, 22 and 29",RD
22623210,NA,328,sunitinib,50,mg,1,"daily on schdule 2/2 (2 weeks on treatment, followed by 2 weeks off) treatment",schedule 2/2
22623210,NA,328,oxaliplatin,85,mg/m2,1,on days 1–2 of every 2-week cycle,schedule 2/2
22623210,NA,328,oxaliplatin,85,mg/m2,1,on days 1–2 of every 2-week cycle,schedule 2/2
22623210,NA,328,leucovorin,400,mg/m2,1,on days 1–2 of every 2-week cycle,schedule 2/2
22623210,NA,328,5-fu,400/2400,mg/m2,1,"an intravenous bolus of 5-FU 400 mg/m2 and a 46-h infusion of 5-FU 2,400 mg/m2 on days 1–2 of every 2-week cycle on days 1–2 of every 2-week cycle",schedule 2/2
22623210,NA,328,sunitinib,25,mg,1,continuous daily dosing (CDD) schedule,schedule 2/2
25427841,NCT01183494,331,irinotecan,300,mg/m2,1,on day 3 every 2 weeks,the 1 DA group
25427841,NCT01183494,331,leucovorin,200,mg/m2,1,on day 1  every 2 weeks,fixed
25427841,NCT01183494,331,5-fluorouracil,400/2400,mg/m2,1,"bolus 400 mg/m 2 on day 1, continuous infusion of 5-fluorouracil 2,400 mg/m 2 for 46 h every 2 weeks",fixed
25143299,UMIN000007556,332,s-1,40,mg/m2,2,from days 1–7 every 2 weeks,fixed
25143299,UMIN000007556,332,leucovorin,25,mg,2,from days 1–7 every 2 weeks,fixed
20062993,NA,339,vorinostat,400,mg,1,NA,MTD not determined
21372498,NA,344,s-1,80,mg,1,daily from day 1 t0 14 every four weeks,fixed
21372498,NA,344,paclitaxel,90,mg/m2,1,on days 1 and 14 every four weeks,fixed
23982118,NA,347,s-1,40,mg/m2,2,daily on days 1-14,RD
23982118,NA,347,irinotecan,150,mg/m2,1,on day 1 every 3 weeks,RD
21611734,NA,348,cediranib,20 or 30,mg,1,daily starting on day 1 in 14-day cycles,RP2D
25074036,NCT01291615,349,gemcitabine,1000,mg/m2,1,days 1 and 15 every 4 weeks,RD
25074036,NCT01291615,350,s-1,80,mg,1,day 1-28 every 6 weeks,RD
25877225,UMIN000006123,351,gemcitabine,1200,mg/m2,1,on day 1 every 2 weeks,RD
20934959,NA,358,5-fluorouracil,400,mg/m2,1,on days 1 – 5 and 8 – 12 every 28 days,RD
21868555,NA,359,s-1,80,mg/m2,2,daily from day 1 to day 28 every 42 days,RP2D
24829073,NA,361,s-1,50,mg,2,continuously for 28 days followed by a 14-day rest period,RD
25422155,UMIN000008415,366,s-1,80,mg,1,on alternate days on 21-day cycles,RD
21540865,NCT00705016,368,cilengitide,2000,mg,1,twice a week,RP2D
16163539,NA,373,paclitaxel,120,mg/m2,1,on day 1 and 15 every 4 weeks,RP2D
16319514,NA,374,s-1,80,mg/m2/d,2,from day 1 to day 14 followed by a 1-week rest,RD
16319514,NA,374,gemcitabine,1000,mg/m2,1,weekly for 2 weeks followed by a 1-week rest,RD
16466986,NA,375,eniluracil,10,mg/m2,2,starting on the morning of the first day of radiation and finishing in the evening on the last day of radiation,RP2D
16466986,NA,375,5-fu,1,mg/m2,2,starting on the morning of the first day of radiation and finishing in the evening on the last day of radiation,RP2D
26783290,NCT01344031,377,mk-2206,150,mg,1,"on days 1, 8, 15, and 22 every 28 days",with prophylactic prednisone
14739662,NA,379,pkc412,50,mg,3,daily throughout the entire monthly cycle,RP2D
14739662,NA,379,5-fu,200,mg/m2,1,continuous i.v. infusion for the initial 21 days of each 28-day cycle of therapy,RP2D
15818508,NA,380,irinotecan,350,mg/m2,1,on day 1 every 21 days,RP2D
15818508,NA,380,5-fu,250,mg/m2,1,CI over 14 days followed by a 7-day rest period,RP2D
16297614,NA,386,5-fluorouracil,225,mg/m2,1,continuous infusion (7 days/week) for 5 weeks,RD
16297614,NA,386,oxaliplatin,60,mg/m2,1,per week for duration of 5 weeks,RD
16297614,NA,386,oxaliplatin,60,mg/m2,1,per week for duration of 5 weeks,RD
15596912,NA,391,5-fluorouracil,400/1200,mg/m2,1,bolus/continuous over 44 hs on days 1 and 2 every 2 weeks,fixed
15596912,NA,391,leucovorin,200,mg/m2,1,on days 1 and 2 every 2 weeks,fixed
23260601,NA,394,valacyclovir,30,mg/kg,3,daily for 40 days (day -2 to 38),RP2D
15719490,NA,399,raltitrexed,2.5,mg/m2,1,on days 1 and 22 of the treatment,RP2D
15297392,NA,400,gemcitabine,100,mg/m2,1,day 1 in cycles 1-5,RP2D
15297392,NA,400,gemcitabine,200,mg/m2,1,day 1 in cycles 3-5,RP2D
14962716,NA,409,uft,300,mg/m2,2,on days 2–15 of each 21-day treatment cycle,RP2D
14962716,NA,409,uft,300,mg/m2,2,on days 2–15 of each 21-day treatment cycle,RP2D
14962716,NA,409,irinotecan,310,mg/m2,1,on day 1 of each 21-day treatment cycle,RP2D
29289986,NA,410,alisertib,50,mg,2,"on days 1–3, 8–10, and 15–17 of each 28-day cycle",RP2D
15549585,NA,411,5-fluorouracil,500,mg/m2,1,on days 1 and 8 of a 21-day cycle,RD
16549999,NA,419,oxaliplatin,85,mg/m2,1,on days 1 and 15 of a 28-day cycle,RD
16549999,NA,419,oxaliplatin,85,mg/m2,1,on days 1 and 15 of a 28-day cycle,RD
16549999,NA,419,uft,400,mg/m2/d,3,on days 1–21 followed of 1 week rest of a 28-day cycle,RD
16549999,NA,419,uft,400,mg/m2/d,3,on days 1–21 followed of 1 week rest of a 28-day cycle,RD
34417914,NA,420,rx-3117,700,mg/d,1,5 times per week (5 consecutive days followed by 2 days of) for 3 consecutive weeks followed by 1 week off,RP2D
17119113,NA,422,arginine butyrate,1000,mg/kg/d,1,continuous infusion on day 0 every 28 days,RP2D
20708924,NA,424,gefitinib,250,mg,1,daily in 4-week cycles,RP2D for STMG patients
23261229,NA,431,nimotuzumab,200,mg,1,weekly in 28-day cycles,RP2D
30068505,NCT01582776,436,lenalidomide,20,mg,1,on days 1-21 of the first 28-day cycle and on days 2-22 of 28-day cycles 2-6,RP2D
32758434,NCT02417285 ,437,avadomide,3,mg,1,daily on days 1–5 followed by 2 days off (5–7-day schedule) every week of each 28-day cycle,RP2D
33387490,NCT03214250 ,439,gemcitabine,1000,mg/m2,1,"on days 1, 8, and 15 of each 28-day cycle",RP2D
33387490,NCT03214250 ,439,nab-paclitaxel,125,mg/m2,1,"on days 1, 8, and 15 of each 28-day cycle",RP2D
33387490,NCT03214250 ,439,apx005m,0.3,mg/kg,1,on day 3 of each 28-day cycle,RP2D
33387490,NCT03214250 ,440,gemcitabine,1000,mg/m2,1,"on days 1, 8, and 15 of each 28-day cycle",RP2D
33387490,NCT03214250 ,440,nab-paclitaxel,125,mg/m2,1,"on days 1, 8, and 15 of each 28-day cycle",RP2D
33387490,NCT03214250 ,440,apx005m,3,mg/kg,1,on day 3 of each 28-day cycle,RP2D
33387490,NCT03214250 ,440,nivolumab,240,mg,1,on days 1 and 15 of each 28-day cycle,RP2D
18317068,NA,441,cetuximab,250,mg/m2,1,weekly,RP2D
17237473,NA,442,irinotecan,225,mg/m2,1,on day 1 of the 21-day cycle,RDL
34953624,NCT02040064,443,tremelimumab,3,mg/kg,1,weekly every 4 weeks (Q4W) for 6 cycles and Q12W thereafter,RD
30488350,ACTRN12611000643976,444,gemcitabine,1000,mg/m2,1,every 2 weeks in a 4-week cycle,RD
30488350,ACTRN12611000643976,444,temsirolimus,25,mg,1,weekly in a 4-week cycle,RD
32334034,NCT01554410,450,cisplatin,40,mg/m2,1,Weekly infusion following (GC) gemcitabine x 5 weeks,fixed
32334034,NCT01554410,450,cisplatin,40,mg/m2,1,Weekly infusion following (GC) gemcitabine x 5 weeks,fixed
32334034,NCT01554410,450,image guided intensity modulated radiation therapy,1.8,Gy,1,"45 Gy in 25 daily fractions, 5 fractions per week",pelvic field cohort
31297636,NCT02732938,453,pf-04136309,500,mg,2,daily in 28-day cycles,RP2D
31782583,NCT02151721,458,vorinostat,400,mg,1,on days 1-7 in a cycle of 14 days,RP2D
25552401,NCT01027676,462,vorinostat,400,mg,1,on days 1–7 and days 15–21 of each 28 days cycle,RP2D
17694310,NA,464,geftinib,1000,mg/day,1,"daily in 35 days constituting cycle 1, and 28-treatment days constituting subsequent treatment cycles",For patients on EIAEDs
17694310,NA,464,temozolomide,150,mg/day,1,on days 1-5 every 28 days,For patients on EIAEDs
17694310,NA,464,temozolomide,150,mg/day,1,on days 1-5 every 28 days,For patients on EIAEDs
17694310,NA,464,geftinib,250,mg/day,1,"daily in 35 days constituting cycle 1, and 28-treatment days constituting subsequent treatment cycles",For patients not on EIAEDs
17694310,NA,464,temozolomide,150,mg/day,1,on days 1-5 every 28 days,For patients not on EIAEDs
17694310,NA,464,temozolomide,150,mg/day,1,on days 1-5 every 28 days,For patients not on EIAEDs
23182702,NA,465,gefitinib,500,mg,1,q.d.,for patients on non-EIAEDs
23182702,NA,465,radiation therapy,60,Gy,NA,in 30 fractions of 2 Gy each,for patients on non-EIAEDs
23182702,NA,465,gefitinib,750,mg,1,q.d.,for patients on EIAEDs
23182702,NA,465,radiation therapy,60,Gy,NA,in 30 fractions of 2 Gy each,for patients on EIAEDs
34837745,NCT01964287,466,nab-paclitaxel,125,mg/m2,1,"at day 1, 8 and 15 in 8-week cycles",RP2D
34837745,NCT01964287,466,gemcitabine,1000,mg/m2,1,"at day 1, 8 and 15 in 8-week cycles",RP2D
34837745,NCT01964287,466,oxaliplatin,85,mg/m2,1,at day 29 and 43 in 8-week cycles,RP2D
34837745,NCT01964287,466,oxaliplatin,85,mg/m2,1,at day 29 and 43 in 8-week cycles,RP2D
34837745,NCT01964287,466,irinotecan,180,mg/m2,1,at day 29 and 43 in 8-week cycles,RP2D
28832976,NA,471,adi-peg 20,36,mg/m2,1,weekly,RP2D
26912134,NCT01242605,472,selumetinib,75,mg,2,daily,RP2D
23583440,NA,473,trametinib,2,mg,1,daily,RP2D
24737778,NCT00874042,475,tivantinib,360,mg,1,daily continuously,RP2D
24737778,NCT00874042,475,gemcitabine,1000,mg/m2,2,"weekly for 3 weeks on, 1 week off",RP2D
27234064, EudraCT No. 2010-019214-25,476,gemcitabine,1000,mg/m2/week,1,"the first seven of eight weeks and thereafter for a maximum of four x four-week treatment cycles (on days 1, 8, and 1).",MTD not reached
25837499,NCT01547260,479,lenalidomide,25,mg/m2,1,once daily for 21 days of a 28 day cycle,RP2D
23539344,NA,481,msc1992371a,37,mg/m2,1,on days 2 and 9 in 21-day cycles,schedule 1
23539344,NA,481,gemcitabine,1000,mg/m2,1,on days 1 and 8 in 21-day cycles,schedule 1
23539344,NA,481,msc1992371a,37,mg/m2,1,on days 1 and 8 in 21-day cycles,schedule 2
23539344,NA,481,gemcitabine,1000,mg/m2,1,on days 2 and 9 in 21-day cycles,schedule 2
29438372,NCT01098344,486,mk-0752,1800,mg/kg,1,on day 22 (28 day cycle),RP2D
