PMID,NCTID,ES,DesignType,schema
9537196,NA,Escalation,3 + 3,"The MTD was defined as the dose level immediately below that which caused DLT in 50% or more of the patients in any cohort (i.e., 2 out of 3 patients, or 3 or 4 out of 6 patients)."
12673724,NA,Escalation,3 + 3,"If none of the first three patients enrolled at a given dose level developed dose-limiting toxicity (DLT), subsequent patients were enrolled at the next higher dose level. If DLT occurred in one of three patients, three additional patients were enrolled at that level. If one of six patients experienced DLT, the dose was escalated. If two or more of six patients had DLT at a given level, the maximum tolerated dose (MTD) was exceeded. The MTD was defined as one level below the level at which two or more of six patients developed DLT. "
14596703,NA,Escalation,3 + 3,The MTD was defined as the highest dose level in which ≤ 2 of 6 patients experienced DLT (or 1 dose level below that at which ≤ 2 of 3 or ≤ 3 of 6 patients experienced DLT). 
10512128,NA,Escalation,3 + 3,N/A
7916039,NA,Escalation,3 + 3,The MTD of DTIC was defined as the dose level below that which produced significant dose-limiting toxicity as previously described.
10086724,NA,Escalation,3 + 3,"If two or more patients of the first three treated at a given dose level experienced DLT then that level was considered the maximum tolerated dose, and the next lower dose level would be expanded by a further three patients. Patients experiencing anti-leukemiaeffects could be retreated after recovering from a prior course if there was no DLT in that patient; a reduction of one dose level was required if DLT had occurred in that patient in the first cycle"
8270989,NA,Escalation,NA,"A certain dose level was judged to exceed the maximumtolerated dose (MTD) when more than 50% of the patients accrued to it failed to receive two courses of full-dose chemotherapy, or experience at least one of the toxicities described earlier, during or after the 14-day course."
16649219,NA,Escalation,NA,"The dose-escalation scheme was performed as follows13: One patient was enrolled at the initial dose level. If no DLT was observed, then dose escalation was applied to the next patient. If a single patient experienced DLT at any dose level after the first cycle of treatment, then the next 3 patients were enrolled at that dose level. If 1 or 2 of 4 patients experienced DLT, then dose escalation proceeded. Conversely, if 3 patients experienced DLT, then that dose level was defined as the MTD."
15756278,NA,Escalation,3 + 3,Maximum tolerated dose was reached when two of three patients or two or more of six patients showed G4 haematotoxicity and/or G3 or G4 nonhaematological toxicity. The DL at which fewer thantwo of six patients showed a DLT represents the dose recommended for further treatment.
12609572,NA,Escalation,3 + 3,"Dose escalation was continued until more than one-third of the patients in a given cohort developed DLT upon completing the first cycle of treatment, in which case, the dose level immediately below was defined as the MTD and the dose level recommended for subsequent phase II trials. If one DLT occurred in one of the first three patients, three more patients were enrolled at the same dose level."
12394265,NA,Escalation,3 + 3,"Three patients were entered at each dose level and if there was no more than one patient with grade III or IV toxicities encountered, then the next three patients were treated at the next higher dose level. However, if two or more patients developed grade III or IV toxicities, the following patients were treated at the next lower dose level, which was determined to be the maximum tolerated dose."
8194024,NA,Escalation,NA,A dose of 25 mg/m2/day was selected as the starting dose; further dose escalation was planned if toxicity was acceptable in an attempt to define the maximum tolerated dose
16412499,NA,Escalation,3 + 3,"Patients were enrolled on study at a maximum of one per week for a total of three patients and were observed for toxicity for 28 days at that dose level. If no DLT was observed, accrual opened at the next higher dose level. For each dose level, if one of the first three patients experienced a DLT, the cohort was expanded to include up to six patients to better define the toxicity. The maximum tolerated dose (MTD) was defined as the highest dose level at which 1 of the 6 patients experienced DLT"
15719439,NA,Escalation,3 + 3,"The MTD was planned as the highest dose that could be administered safely to a patient and that produced tolerable, manageable, and reversible toxicity. The MTD was declared as the highest dose level in which DLT occurred in two or more of six patients during therapy at that dose level. The final MTD was to be defined by the investigators based on clinical judgment."
16757061,NA,Escalation,3 + 3,N/A
9137533,NA,Escalation,NA,The MTD was defined as the highest dose tolerated by at least three patients. 
21387258,NA,Escalation,3 + 3,"A standard 3 þ 3 dose escalation design was used,and if, in any cohort, 2 of 6 patients experienced a doselimiting toxicity (DLT), the maximum tolerated dose(MTD) was determined to have been exceeded."
24190702,NCT01136733,Escalation,3 + 3,MTD was defined as the highest dose level resulting in ≤1 of 6 DLTs. The definition of confirmed MTD was the highest dose level resulting in ≤1/3 of at least 10 patients experiencing DLTs during Cycle 1 or intolerable toxicities that could not be managed with dose interruption and/or reduction during Cycle 2
33547201,NCT03387020,Escalation,rolling-six design,The MTD was defined on the basis of the rolling-6 design (40) as thehighest dose level at which 6 patients have been treated with at most 1patient experiencing a DLT and the next higher dose level has beendetermined to be intolerable. 
27206639,NCT01217177,Escalation,Fibonacci schedule,"In a modified Fibonacci schedule, three cohorts (from 3 to 6 patients) were included with progressive increments of the everolimus dose (2.5 mg, 5 mg and 10 mg/day). Intrapatient dose escalation was not permitted. Patients were followed up for 14 weeks (10 weeks of treatment plus 4 weeks of observation). After this period, the absence of dose-limiting toxicity (DLT) allowed progression to the next dose level until the maximum planned dose (10 mg). If 1 out of 3 patients experienced a DLT, 3 additional patients would be enrolled at the same dose level. If two patients presented DLT at 2.5 mg, the study should be interrupted.If two patients presented DLT at 5 or 10 mg dose levels, theMTD would be defined as the previous dose level."
32005746,NCT01470209,Escalation,Bayesian,"A target probability ofdose-limiting toxicity (DLT) q set at 0.33 required a maximum of 9patients to be treated. If dose level 1 is established to be lower than theMTD, the trial would proceed to the second stage to estimate the MTDfrom five specified dose levels in stage 2"
24819684,NCT00610948,Escalation,3 + 3,"If no DLT was observed at the initial dose level after 3 patients completed one cycle of therapy, accrual to the subsequent dose level was permitted. If 1/3 patients in any one dose level experienced DLT, then that cohort was expanded to 6 patients. If a minimum of 2/6 patients in the expanded cohort experienced DLT, the MTC was deemed to be exceeded and the estimated MTC was defined as one dose level lower. If the MTC was surpassed in the first dose level cohort, a dose cohort minus one was utilized."
